match_id,style_summary,formality,sentiment,topics,strengths,suggestions,estimated_readability_grade,word_count,unique_words,pct_standard_words,slang_ratio,avg_defs_per_known_word,pos_share_noun,pos_share_verb,pos_share_adj,pos_share_adv,synonym_hit_rate,top_unknown_words
10,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,38,32,0.8125,0.1875,7.653846153846154,0.375,0.21875,0.28125,0.1875,0.34615384615384615,"['shouldddd', 'summer', 'summerrrrrr', 'wbu', 'yasssss']"
11,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,315,185,0.7135135135135136,0.28648648648648645,8.18939393939394,0.41081081081081083,0.3081081081081081,0.1945945945945946,0.13513513513513514,0.4772727272727273,"['can', 'omg', 'tell', 'tomato', 'unc', 'about', 'beach', 'before', 'bull', 'carolina']"
12,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,0.0,1.0,,0.0,0.0,0.0,0.0,,['lolllll']
13,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,118,81,0.7037037037037037,0.2962962962962963,8.157894736842104,0.32098765432098764,0.2222222222222222,0.20987654320987653,0.14814814814814814,0.40350877192982454,"['can', 'ananda', 'arlington', 'azalea', 'chill', 'dmv', 'lollll', 'love', 'nyu', 'omg']"
14,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,84,73,0.7808219178082192,0.2191780821917808,7.421052631578948,0.3424657534246575,0.2465753424657534,0.1917808219178082,0.2054794520547945,0.42105263157894735,"['alll', 'cali', 'def', 'different', 'happy', 'hear', 'idk', 'lmaoo', 'love', 'mins']"
15,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,177,118,0.7796610169491526,0.22033898305084743,8.967391304347826,0.5084745762711864,0.3389830508474576,0.2542372881355932,0.1694915254237288,0.5652173913043478,"['over', 'can', 'love', 'rn', 'up', 'basically', 'chocolate', 'convince', 'dark', 'down']"
16,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,127,90,0.6777777777777778,0.3222222222222222,7.819672131147541,0.37777777777777777,0.3111111111111111,0.14444444444444443,0.1111111111111111,0.4918032786885246,"['colorku', 'good', 'omg', 'piano', 'about', 'awww', 'chocolate', 'cool', 'ever', 'gotta']"
17,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,21,19,0.6842105263157895,0.3157894736842105,3.1538461538461537,0.3157894736842105,0.10526315789473684,0.05263157894736842,0.0,0.23076923076923078,"['can', 'frrrrr', 'gru', 'intern', 'nefario', 'ofc']"
18,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,190,126,0.7301587301587301,0.2698412698412699,9.402173913043478,0.40476190476190477,0.3412698412698413,0.23015873015873015,0.14285714285714285,0.3804347826086957,"['can', 'im', 'omg', 'awwww', 'awwwwwww', 'before', 'chill', 'coool', 'dc', 'fabbb']"
19,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1856,650,0.68,0.31999999999999995,9.880090497737557,0.4492307692307692,0.3507692307692308,0.18923076923076923,0.12615384615384614,0.5927601809954751,"['can', 'im', 'rlly', 'wanna', 'idk', 'number', 'about', 'cs', 'love', 'more']"
20,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,173,118,0.7203389830508474,0.2796610169491526,8.976470588235294,0.3728813559322034,0.288135593220339,0.19491525423728814,0.15254237288135594,0.5411764705882353,"['week', 'go', 'omg', 'about', 'can', 'charge', 'class', 'cool', 'cs', 'data']"
21,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,154,98,0.7040816326530612,0.29591836734693877,7.753623188405797,0.40816326530612246,0.23469387755102042,0.17346938775510204,0.10204081632653061,0.42028985507246375,"['get', 'go', 'rlly', 'should', 'amazing', 'awwwwww', 'cool', 'deadd', 'devops', 'doesn']"
22,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1071,479,0.6680584551148225,0.33194154488517746,10.459375,0.4196242171189979,0.33611691022964507,0.2045929018789144,0.12734864300626306,0.553125,"['can', 'anyways', 'get', 'carrots', 'cs', 'linkedin', 'market', 'right', 'wanna', 'aren']"
23,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,223,142,0.676056338028169,0.323943661971831,8.302083333333334,0.29577464788732394,0.23943661971830985,0.1619718309859155,0.11971830985915492,0.4479166666666667,"['omg', 'about', 'love', 'summer', 'swe', 'working', 'broes', 'can', 'cool', 'cs']"
24,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,46,42,0.8571428571428571,0.1428571428571429,8.194444444444445,0.38095238095238093,0.21428571428571427,0.19047619047619047,0.19047619047619047,0.2777777777777778,"['doesn', 'fabbbb', 'hihi', 'week']"
25,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,226,146,0.7534246575342466,0.2465753424657534,9.809090909090909,0.3904109589041096,0.3698630136986301,0.18493150684931506,0.1095890410958904,0.5,"['summer', 'working', 'go', 'happy', 'nyu', 'rlly', 'about', 'anyways', 'awww', 'bereal']"
26,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,23,22,0.8636363636363636,0.13636363636363635,7.0,0.4090909090909091,0.3181818181818182,0.2727272727272727,0.09090909090909091,0.3684210526315789,"['gotchuuu', 'linkedin', 'smart']"
27,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,15,14,0.7142857142857143,0.2857142857142857,4.1,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.0,0.4,"['hell', 'im', 'lmaoo', 'yeahh']"
28,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,106,81,0.7530864197530864,0.24691358024691357,8.475409836065573,0.4074074074074074,0.25925925925925924,0.19753086419753085,0.08641975308641975,0.45901639344262296,"['go', 'omg', 'aka', 'chillingggg', 'forbid', 'god', 'hihi', 'idk', 'idkkkk', 'im']"
29,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,3,3,0.6666666666666666,0.33333333333333337,1.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,['hihi']
30,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,79,61,0.7049180327868853,0.29508196721311475,7.813953488372093,0.29508196721311475,0.3114754098360656,0.14754098360655737,0.03278688524590164,0.4418604651162791,"['akash', 'bestie', 'can', 'cat', 'defff', 'good', 'gotchuuuu', 'hihi', 'love', 'mean']"
31,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,0.0,1.0,,0.0,0.0,0.0,0.0,,['hihi']
32,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,12,12,0.75,0.25,5.777777777777778,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.4444444444444444,"['factssssssssss', 'wtf']"
33,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,105,85,0.7294117647058823,0.2705882352941177,10.241935483870968,0.4117647058823529,0.3411764705882353,0.17647058823529413,0.09411764705882353,0.46774193548387094,"['lots', 'omg', 'atcha', 'awww', 'chocolate', 'cool', 'didn', 'fabbbbbb', 'go', 'gonna']"
34,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,12,11,0.8181818181818182,0.18181818181818177,9.88888888888889,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.3333333333333333,"['hihi', 'yasssssss']"
35,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,3,3,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,"['hihi', 'summerrrr']"
36,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,29,24,0.6666666666666666,0.33333333333333337,5.75,0.3333333333333333,0.20833333333333334,0.16666666666666666,0.08333333333333333,0.375,"['can', 'elite', 'love', 'physics', 'such', 'sugar', 'topping']"
37,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,33,29,0.8275862068965517,0.1724137931034483,10.458333333333334,0.4482758620689655,0.2413793103448276,0.3448275862068966,0.1724137931034483,0.4583333333333333,"['gonna', 'hihi', 'im', 'tbh']"
38,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,14,14,0.7142857142857143,0.2857142857142857,6.0,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.5,"['factsss', 'love', 'okok', 'quaker']"
39,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,16,16,0.8125,0.1875,6.769230769230769,0.4375,0.4375,0.4375,0.0625,0.3076923076923077,"['dunkin', 'lemme', 'tell']"
40,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,30,30,0.8333333333333334,0.16666666666666663,8.08,0.43333333333333335,0.3,0.26666666666666666,0.06666666666666667,0.48,"['go', 'hihi', 'mean', 'stalker', 'wyd']"
41,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,14,13,0.6153846153846154,0.3846153846153846,19.25,0.46153846153846156,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.625,"['factssss', 'obvi', 'omg', 'photos', 'yasss']"
42,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,1.0,0.0,9.0,1.0,0.0,1.0,0.0,1.0,[]
43,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,59,48,0.6666666666666666,0.33333333333333337,7.5,0.2916666666666667,0.1875,0.16666666666666666,0.14583333333333334,0.375,"['hookups', 'anytime', 'asks', 'didn', 'fabbbb', 'fireworks', 'hi', 'lovee', 'mean', 'omg']"
44,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,13,13,0.6153846153846154,0.3846153846153846,8.125,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.5,"['can', 'factsssss', 'girllll', 'omg', 'wrongggggggg']"
45,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,4,4,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,"['fabbbbb', 'hbuu', 'partyyyyyyy']"
46,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,14,13,0.7692307692307693,0.23076923076923073,3.8,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.4,['hihi']
47,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,24,22,0.7272727272727273,0.2727272727272727,6.6875,0.2727272727272727,0.22727272727272727,0.09090909090909091,0.13636363636363635,0.5,"['hihi', 'idk', 'mean', 'michael', 'nervou', 'phone']"
48,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,12,10,0.5,0.5,7.8,0.2,0.1,0.2,0.2,0.6,"['def', 'hookups', 'tbh', 'totally']"
49,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,27,23,0.8695652173913043,0.13043478260869568,6.15,0.391304347826087,0.2608695652173913,0.30434782608695654,0.17391304347826086,0.5,"['hiiii', 'tbh']"
50,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,0.0,1.0,,0.0,0.0,0.0,0.0,,['hiiiiiii']
51,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,6,6,0.5,0.5,2.6666666666666665,0.0,0.0,0.16666666666666666,0.0,0.0,"['arizonas', 'hard', 'taste']"
52,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,22,20,0.8,0.19999999999999996,4.8125,0.35,0.15,0.15,0.15,0.3125,"['omg', 'rn', 'week']"
53,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,2,2,0.0,1.0,,0.0,0.0,0.0,0.0,,"['chocolate', 'obvi']"
54,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,4,4,0.75,0.25,8.333333333333334,0.75,0.5,0.25,0.25,0.6666666666666666,['hihi']
55,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,0.0,1.0,,0.0,0.0,0.0,0.0,,['hihi']
56,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,4,4,0.75,0.25,3.0,0.5,0.0,0.25,0.0,0.3333333333333333,['hihi']
57,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,0.0,1.0,,0.0,0.0,0.0,0.0,,['ooooooo']
58,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,3,3,0.3333333333333333,0.6666666666666667,36.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,"['atcha', 'right']"
59,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,22,21,0.8571428571428571,0.1428571428571429,9.722222222222221,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.09523809523809523,0.5555555555555556,"['kinda', 'look', 'summer']"
60,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,2,2,0.0,1.0,,0.0,0.0,0.0,0.0,,"['fabbbb', 'hihi']"
61,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,0.0,1.0,,0.0,0.0,0.0,0.0,,['hihi']
62,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,0.0,1.0,,0.0,0.0,0.0,0.0,,['hihi']
63,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,0.0,1.0,,0.0,0.0,0.0,0.0,,['hihi']
64,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,9,9,0.8888888888888888,0.11111111111111116,5.375,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.375,['hihi']
65,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,2,2,0.0,1.0,,0.0,0.0,0.0,0.0,,"['omg', 'tyyyy']"
66,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,18,18,0.9444444444444444,0.05555555555555558,3.6470588235294117,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.29411764705882354,[]
67,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,2,2,1.0,0.0,3.5,0.5,0.0,0.5,0.0,0.5,[]
68,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,13,11,0.7272727272727273,0.2727272727272727,4.125,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.25,"['fabbbbb', 'made', 'night']"
69,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,2,2,0.5,0.5,3.0,0.0,0.0,0.0,0.0,1.0,['dokie']
70,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,0.0,1.0,,0.0,0.0,0.0,0.0,,['hihi']
71,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
72,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,2,2,0.0,1.0,,0.0,0.0,0.0,0.0,,"['factsssss', 'hihi']"
73,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,3,3,0.3333333333333333,0.6666666666666667,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,"['packets', 'trader']"
74,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,4,4,0.75,0.25,1.0,0.0,0.25,0.25,0.0,0.3333333333333333,[]
75,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,0.0,1.0,,0.0,0.0,0.0,0.0,,['hihi']
76,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,0.0,1.0,,0.0,0.0,0.0,0.0,,['hihi']
77,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,1.0,0.0,8.0,1.0,1.0,1.0,0.0,1.0,[]
78,,,,,,"[""dict features error: name 'build_dict_features' is not defined""]",,1,1,0.0,1.0,,0.0,0.0,0.0,0.0,,['hihi']
